meta,id,tweet,sentiment,emotion,SentimentLabel,EmotionLabel,tweetP
meta,6717,London Mart Best Commercial In Noida - Ek Visit To Banti Hai ✌ Rera Approved ✅ Bank Guarantee ✅ Construction in Fu … https//t co/3Qvbdd9QZn,neutral,joy,1,3,london mart best commercial in noida ek visit to banti hai victory hand rera approved check mark button bank guarantee check mark button construction in fu https t co 3qvbdd9qzn
meta,42163,@RogenJH Thank you for all you have done for the kids in Nashville ! All the best in NC ! Look forward to you tweet … https//t co/ikGdiDhCAO,positive,joy,2,3,thank you for all you have done for the kids in nashville ! all the best in nc ! look forward to you tweet https t co ikgdidhcao
meta,39474,@awais _ hun @_ OMG _ its _ Sadiq Pagel insan jhoot boli ja rha hai mujhy pta hi nahi kon hai,neutral,others,1,4,hun omg its sadiq pagel insan jhoot boli ja rha hai mujhy pta hi nahi kon hai
meta,24317,@Shalinaahmed0 I totally agree with youuu ! I don't understand what's wrong with our society ... Kisi ko khush dekh hy nhi saktey.,neutral,disgust,1,1,i totally agree with youu ! i do not understand what is wrong with our society . . kisi ko khush dekh hy nhi saktey .
meta,18485,RT @catgirlAliza143 Assalamu alaikum 😭😭 Alvida Jumma Mubarak Hu aap sab ko 😭😭💔 Beshaq ❤❤ Dua me yaad rakhna Dil bohat uhdass h 😔Koi hum s …,positive,sadness,2,5,rt assalamu alaikum loudly crying face loudly crying face alvida jumma mubarak hu aap sab ko loudly crying face loudly crying face broken heart beshaq red heart red heart dua me yaad rakhna dil bohat uhdass h pensive face koi hum s
meta,4041,@klrahul11 Rahul keep it bro U r the real champion of world cup Jaisa nature hai waisa hi khelna bro,positive,joy,2,3,rahul keep it bro u r the real champion of world cup jaisa nature hai waisa hi khelna bro
meta,14634,@agscinemas @NGKmovie @Suriya _ offl @Sai _ Pallavi92 @Rakulpreet @DreamWarriorpic @selvaraghavan One movie NGK,neutral,others,1,4,offl pallavi92 one movie ngk
meta,18130,RT @gold _ tweeps Vo pyaar hi kya jisne self respect ki band na bajayi ho.,neutral,others,1,4,rt tweeps vo pyaar hi kya jisne self respect ki band na bajayi ho .
meta,29714,Bila TAFREEQ ... JO BHI DOLAT E ISLAMIA PAKISTAN K KHILAF HY IS KA SAR KALAM KARNA FARZ HY .... KISI KO YE HAQ NHI K … https//t.co/f1T97kCQe0,neutral,others,1,4,bila tafreeq . . jo bhi dolat e islamia pakistan k khilaf hy is ka sar kalam karna farz hy . . kisi ko ye haq nhi k https t . co f1t97kcqe0
meta,17493,@ShivAroor Yeh roz ka affair ho gaya hai .. IAF should take the train or the bus ...,neutral,disgust,1,1,yeh roz ka affair ho gaya hai . . iaf should take the train or the bus . .
meta,5497,RT @DrPramodPSawant Proud moment for Goa as Shri @shripadynaik takes oath in # ModiSarkar2 I congratulate Shripad Bhau and thank the Hon ’ b …,positive,joy,2,3,rt proud moment for goa as shri takes oath in modisarkar2 i congratulate shripad bhau and thank the hon b
meta,14256,@Rabipirzada Qom ko jeetne k wqt team k sath nh hona chaiye blke agr kbi team pr mushkil wqt aye tb b team ka hosala brhana chaiye,positive,others,2,4,qom ko jeetne k wqt team k sath nh hona chaiye blke agr kbi team pr mushkil wqt aye tb b team ka hosala brhana chaiye
meta,8309,RT @c1draa Aj kal psychology ne hr cheez ko bemari ka nam de dia h.🙄 Normal insan ki e to feelings hoti heb jinhe ye nafsyati kehte hen .…,neutral,others,1,4,rt aj kal psychology ne hr cheez ko bemari ka nam de dia h . face with rolling eyes normal insan ki e to feelings hoti heb jinhe ye nafsyati kehte hen .
meta,34638,@kapsology Ae chomu tere aapiye hi manege ye ch * tiya baatein 😂🤣😂🤣 Chunav sarkari khazane se nahin lada jata nahi … https//t co/VdqQd9kDsX,negative,others,0,4,ae chomu tere aapiye hi manege ye ch tiya baatein face with tears of joy rolling on the floor laughing face with tears of joy rolling on the floor laughing chunav sarkari khazane se nahin lada jata nahi https t co vdqqd9kdsx
meta,36903,@Mahnur _ 29 @Mehar5khan @IshaQaiser @Pakiii _ girl @Maheenbadami @Piyare _ l _ o _ g @isha _ qaiser @samraabbasi654 @Zainab _ Arif123 😭😭 Me Mar Jaon kia 😭😭,neutral,sadness,1,5,29 girl l o g qaiser arif123 loudly crying face loudly crying face me mar jaon kia loudly crying face loudly crying face
meta,29160,@AlinaAdyl 😑Masla ye he k apun khud ni Mehnat krna chahta lrki Dhoondy me .. Family hi dhondy .. kl ko agr wo mujhy mar … https//t.co/wiV5Q726VY,positive,others,2,4,expressionless face masla ye he k apun khud ni mehnat krna chahta lrki dhoondy me . . family hi dhondy . . kl ko agr wo mujhy mar https t . co wiv5q726vy
meta,28035,@CMOJharkhand sir aap apne wade ko pura nahi kar paye.Subcapital mein light ki aise problem pehle kavi nahi hui th … https//t.co/V8yNkKKTqU,negative,sadness,0,5,sir aap apne wade ko pura nahi kar paye . subcapital mein light ki aise problem pehle kavi nahi hui th https t . co v8ynkktqu
meta,11938,@suhana7880 Hindu muslim ko apas me ladana Aur khud baith ke Italian malkin ke sath majje se Isai Conversion machinary chalana he,negative,disgust,0,1,hindu muslim ko apas me ladana aur khud baith ke italian malkin ke sath majje se isai conversion machinary chalana he
meta,9380,@chitraaum ma'am u r so so so so good seriously iam saying Kya reporting ki thi Aapne elections result wale din … https//t co/INlisl6ANU,positive,surprise,2,6,ma am u r so so so so good seriously iam saying kya reporting ki thi aapne elections result wale din https t co inlisl6anu
meta,34757,@ashutosh83B Ye jo log chaplusi kar rahe hai na iski vo din door nahi jab inki bhi maa bhene safe nahi hogi par ye … https//t.co/PgbW9SciAt,negative,disgust,0,1,ye jo log chaplusi kar rahe hai na iski vo din door nahi jab inki bhi maa bhene safe nahi hogi par ye https t . co pgbw9sciat
meta,27319,@Mannan _ Bawa Haha .. Galti to demebele ki thi .. maar deta vo last minute goal to shayad Liverpool hota BHI Nahi.,neutral,others,1,4,bawa haha . . galti to demebele ki thi . . maar deta vo last minute goal to shayad liverpool hota bhi nahi .
meta,6593,RT @ravibarnwal01 @JharkhandNow @HemantSorenJMM @SubodhKantSahai @bikashsingh1955 @kunalshuklaJH @SBolega @bbchoudhary Iska sabse bada kar …,negative,others,0,4,rt iska sabse bada kar
meta,15771,@AajKamranKhan Judge pay reference krney jnab kal khan sb ko dra rahey they woh kion ?,neutral,others,1,4,judge pay reference krney jnab kal khan sb ko dra rahey they woh kion ?
meta,14594,@jawwadyounus @JAGGA1313 @VORdotcom Bhikari ki aukaat bhikari ke barabar hi hoti hai .. galeezo beimaan aur corrupt h … https//t.co/8CQcv8zo4G,negative,disgust,0,1,bhikari ki aukaat bhikari ke barabar hi hoti hai . . galeezo beimaan aur corrupt h https t . co 8cqcv8zo4g
meta,35496,@sanchitabhartiy Ab kya karein Family wale bhi padhte kabhi kabhi 😒 Nahi to hum ye mante hain 😣 https//t co/jIAuLibFob,neutral,sadness,1,5,ab kya karein family wale bhi padhte kabhi kabhi unamused face nahi to hum ye mante hain persevering face https t co jiaulibfob
meta,41941,@shoaib100mph Sir Big fan of yours love and respect from India But jeetega to India hi 16 June 2019 # Indvspak,positive,joy,2,3,sir big fan of yours love and respect from india but jeetega to india hi 16 june 2019 indvspak
meta,5194,Eid tk 5k yes karao 🌚🌚🌚🌝🌝😂😂 @shahrukhsyed4 @iamqfs @ImlazyAf _ @Bawkamaal My favourities 😌🌚😂❤,neutral,joy,1,3,eid tk 5k yes karao new moon face new moon face full moon face full moon face face with tears of joy face with tears of joy my favourities relieved face new moon face face with tears of joy red heart
meta,34384,@cjroy __ @bakbakbakkerr nah that ’ s some lame shit.,negative,disgust,0,1,nah that s some lame shit .
meta,24454,@shekharkahin Aaj ka lekh padh kar aisa laga ki loktantra ka chautha stambh gira hi nahi balki dandvat pairo me nam … https//t.co/DOz7U9KdFy,neutral,others,1,4,aaj ka lekh padh kar aisa laga ki loktantra ka chautha stambh gira hi nahi balki dandvat pairo me nam https t . co doz7u9kdfy
meta,7817,@shalinispv @iMac _ too Are ye @ShekharGupta pagal ho gaya hai.Ab @AmitShah se itna bhi darne ki zaroorat nahin hai .… https//t.co/DEKHVfzSbT,neutral,others,1,4,too are ye pagal ho gaya hai . ab se itna bhi darne ki zaroorat nahin hai . https t . co dekhvfzsbt
meta,14232,@narendramodi very nice sir aap ko hmare trph bhut bhut hardik subhkamnaye or dher sarin bdhaiya bjp and Modi j … https//t.co/M0qUMfTysz,positive,joy,2,3,very nice sir aap ko hmare trph bhut bhut hardik subhkamnaye or dher sarin bdhaiya bjp and modi j https t . co m0qumftysz
meta,17450,@RahulGandhi Next time Sala Hume Bjp ko vote nahi Dena Kyo ki Bjp sirf rajput aur pandito ki party h usko Kya malum … https//t co/Wj0NAj5Dop,negative,disgust,0,1,next time sala hume bjp ko vote nahi dena kyo ki bjp sirf rajput aur pandito ki party h usko kya malum https t co wj0naj5dop
meta,31657,@sardanarohit Level playing field thi usmein bhi bowled out ho gaye yeh 5 saal hogaye kaunsi aisi gaali na di hogi … https//t.co/PZe6X8lK4L,neutral,anger,1,0,level playing field thi usmein bhi bowled out ho gaye yeh 5 saal hogaye kaunsi aisi gaali na di hogi https t . co pze6x8lk4l
meta,15931,@ShAhZad8787 @Rabipirzada Jo cheez 3000 ki 350 me mily kitna pesa save hoga ... jo video me api ne kaha .. kesi ki help ho jai gi us se,positive,others,2,4,jo cheez 300 ki 350 me mily kitna pesa save hoga . . jo video me api ne kaha . . kesi ki help ho jai gi us se
meta,28799,When you were a kid just by saying allahu shafi allahu kafi when taking medicine was enough to make you feel better,positive,others,2,4,when you were a kid just by saying allahu shafi allahu kafi when taking medicine was enough to make you feel better
meta,11763,RT @Rekha1571 @AroraKasturi Dhan dhan satguru tera hi aasra bahi ji papa ji bless u & family bless too ji Thnx bhai ji 🙏🙏,positive,joy,2,3,rt dhan dhan satguru tera hi aasra bahi ji papa ji bless u family bless too ji thnx bhai ji folded hands folded hands
meta,43724,RT @creambellindia Mazze ko nahi kar saktey beg borrow steal – mazze ko kartey hain sirf FEEL.# IceCreamKaShortForm CREAM BELL BON BON …,neutral,others,1,4,rt mazze ko nahi kar saktey beg borrow steal mazze ko kartey hain sirf feel . icecreamkashortform cream bell bon bon
meta,26613,@mpranks _ @MirJafar _ 1 @shaikhsufyan @planet4589 Pehle toilet to bana lo janab,neutral,others,1,4,1 pehle toilet to bana lo janab
meta,37622,@HalaPlayDotCom teri ma ki bhosda hala play madharchod teri poore khandaan ki ma chodu madharcho behenchod nepal od … https//t.co/H4uDjwAg9N,negative,anger,0,0,teri ma ki bhosda hala play madharchod teri poore khandaan ki ma chodu madharcho behenchod nepal od https t . co h4udjwag9n
meta,12829,BIDESHI MEDIA KO KHARIDNE KI AUKAT NAHI AUR TAQUT NAHI.ONLY JYADATAR INDIAN MEDIA PICHWARA CHATNE ME MAHIR HAI .… https//t.co/MF1LUn0e3H,negative,disgust,0,1,bideshi media ko kharidne ki aukat nahi aur taqut nahi . only jyadatar indian media pichwara chatne me mahir hai . https t . co mf1lun0e3h
meta,22434,@narendramodi @RubikaLiyaquat @ImranKhanPTI Bahut bahut badhaei ho Aapko Aap Ajivan Hindustan ke PM ke layak hai 2… https//t.co/zbBJft9CBJ,positive,joy,2,3,bahut bahut badhaei ho aapko aap ajivan hindustan ke pm ke layak hai 2 https t . co zbbjft9cbj
meta,14610,@SushmaSwaraj we miss you mam aapne bht logo ki help kri h aap aise chodkr mat jaaye aapko wapas aana pdega … https//t co/4qM2674YXy,positive,sadness,2,5,we miss you mam aapne bht logo ki help kri h aap aise chodkr mat jaaye aapko wapas aana pdega https t co 4qm2674yxy
meta,7167,@akshayerathi Ye toh possible hi Nahin hai 🙏🏻 Grow up so pehley I'll throw up 😛😛😛 Thank you so much buddy 🤗,neutral,joy,1,3,ye toh possible hi nahin hai folded hands light skin tone grow up so pehley i will throw up face with tongue face with tongue thank you so much buddy smiling face with open hands
meta,31505,#बेटियां_लाएंगी_बारात @Gurmeetramrahim ji 💟 Good Morning Guru pa ji 💟 Plz come back my God MSG Plz bless me sewa si … https//t co/jFhdLJoCyq,positive,joy,2,3,ji heart decoration good morning guru pa ji heart decoration plz come back my god msg plz bless me sewa si https t co jfhdljocyq
meta,16366,@SudeepNair09 Are koi isko gau mootra pilao Iska mansik santulan bigad gya hai @Mr _ AL0n @gurudronachrya @binjadhar,negative,disgust,0,1,are koi isko gau mootra pilao iska mansik santulan bigad gya hai al0n
meta,31107,@JrzGrly @wingwax @samsara _ ish @caselangveirs I love your thing.,neutral,joy,1,3,ish i love your thing .
meta,9557,@MehwishButt78 Aaj hamare haan waqai thand see hai baarish bhee hai but inside home it's nice and chilly 😍😍,neutral,joy,1,3,aaj hamare haan waqai thand see hai baarish bhee hai but inside home it is nice and chilly smiling face with heart eyes smiling face with heart eyes
meta,24259,@narendramodi @nitin _ gadkari Jeet ki hardik badhai avm subhkamnaye https//t co/a3eePtsvl1,neutral,joy,1,3,gadkari jeet ki hardik badhai avm subhkamnaye https t co a3eeptsvl1
meta,31763,@Chalu _ Pandey _ @rssurjewala @INCIndia Requested to not place ? No self control of Congress representatives,negative,disgust,0,1,pandey requested to not place ? no self control of congress representatives
meta,41035,🌷🙏 JAI JAI SHREE RADHEYYY ... SAB JIVHO MEIN PARMATMA KA DARSHAN KERTE HUWE .... SAB KE CHARNO MEIN MERA PRANAM AUR PREM … https//t.co/VVn7L2JDr9,positive,joy,2,3,tulip folded hands jai jai shree radheyy . . sab jivho mein parmatma ka darshan kerte huwe . . sab ke charno mein mera pranam aur prem https t . co vvn7l2jdr9
meta,11978,Old days me.. She - sorry baby ab se nhi hoga esa sorry 😭😭 Me - it's okay 😌. Nowadays me.. She - sor … https//t.co/8pUGUtLKxp,neutral,others,1,4,old days me . . she sorry baby ab se nhi hoga esa sorry loudly crying face loudly crying face me it is okay relieved face . nowadays me . . she sor https t . co 8pugutlkxp
meta,39181,subh 01/6/19 ko main line pr emergency shut down ki waja se 500am to 630 am bkr grid k tamam feeders ki bijli band rahe gi.,neutral,others,1,4,subh 01 6 19 ko main line pr emergency shut down ki waja se 500am to 630 am bkr grid k tamam feeders ki bijli band rahe gi .
meta,30632,Dear Modiji appne students k stipends to badhadie achha batt hain filpns apne ye kam per hamare desh main kab hoga … https//t.co/sjuAVh3JIN,neutral,others,1,4,dear modiji appne students k stipends to badhadie achha batt hain filpns apne ye kam per hamare desh main kab hoga https t . co sjuavh3jin
meta,32691,RT @rjumarishaq Feeelling Bhook With 4800+ Followers 😍Bus Abhi Yah Yes Karwao 😍https//t.co/vITW7gAqAO,positive,joy,2,3,rt feelling bhook with 4800 followers smiling face with heart eyes bus abhi yah yes karwao smiling face with heart eyes https t . co vitw7gaqao
meta,6160,@sanashahnawazz @sanashahnawazz Appi Asslam o alaikum Appi kaafi arsay say apko contact kar raha hoon Please Contac … https//t.co/EvATqaWrQb,neutral,others,1,4,appi asslam o alaikum appi kaafi arsay say apko contact kar raha hoon please contac https t . co evatqawrqb
meta,5762,@UpdeshRana @myogiadityanath @dgpup Ab bsd k kisi Ko jalan nahi Hoti koi nahi bolta inka bap nahi mara na isliye ko … https//t co/2VCG3MTwiC,negative,anger,0,0,ab bsd k kisi ko jalan nahi hoti koi nahi bolta inka bap nahi mara na isliye ko https t co 2vcg3mtwic
meta,19984,RT @AnnieMargrock @ericswalwell My parents told me not to throw money away on bad investments.So nah I'll pass.,positive,others,2,4,rt my parents told me not to throw money away on bad investments . so nah i will pass .
meta,39931,@MaryamNSharif Hahah bibi ye naray hain ? Koi tumhari jahil patwari video bana raha hay aur itni bhi himat nahi k zo … https//t.co/En0vBwUrFD,neutral,disgust,1,1,hahah bibi ye naray hain ? koi tumhari jahil patwari video bana raha hay aur itni bhi himat nahi k zo https t . co en0vbwurfd
meta,276,@RubikaLiyaquat Rubika Di Umar mein aap se kaafi chota hun Par I am a big fan of yours Kabhi naseeb ne chaha to … https//t co/n6lEWZEr56,neutral,others,1,4,rubika di umar mein aap se kaafi chota hun par i am a big fan of yours kabhi naseeb ne chaha to https t co n6lewzer56
meta,17663,Ye aadmi apna achcha Dost ban sakta https//t co/0h7BI51vjK,positive,others,2,4,ye aadmi apna achcha dost ban sakta https t co 0h7bi51vjk
meta,18703,@KapilSharmaK9 @arjunk26 Abhi to bhai # IndiasMostWanted ek aadmi h aur hamare PM Modiji aur hamne puri movie 23may ko dekhli 😆😆😆,positive,joy,2,3,abhi to bhai indiasmostwanted ek aadmi h aur hamare pm modiji aur hamne puri movie 23may ko dekhli grinning squinting face grinning squinting face
meta,17573,@megalotrash HOOOOO SHIT TWASHYYYYYYYYY you did such as good job ! And the feather boa looks amazing ! So good <3333,positive,joy,2,3,hoo shit twashyy you did such as good job ! and the feather boa looks amazing ! so good 33
meta,25778,@reviewsarkar @BeingSalmanKhan Bhdk ye bata tu paidashi chutiya h ya twitter pe aane k bad hua ? Chutiye ... ye movie … https//t.co/F2GD3LMrj7,negative,anger,0,0,bhdk ye bata tu paidashi chutiya h ya twitter pe aane k bad hua ? chutiye . . ye movie https t . co f2gd3lmrj7
meta,7330,@fatima _ says _ Yr wo English ka paper lhr me postpone hogaya tha wo 4 ko ha,neutral,others,1,4,says yr wo english ka paper lhr me postpone hogaya tha wo 4 ko ha
meta,7678,when people unfollow me i always question myself what i done wrong but challu koi gal ni their loss sanu ki 🤷‍♂️,positive,others,2,4,when people unfollow me i always question myself what i done wrong but challu koi gal ni their loss sanu ki man shrugging
meta,22631,@salg _ ooh Wee ngoja.We be killin them.,negative,others,0,4,ooh wee ngoja . we be killin them .
meta,13631,U-turn lene me to ye Kejariwal ka bhi baap hai BC 😂😂 https//t co/Ex4PwjYwpV,negative,disgust,0,1,u turn lene me to ye kejariwal ka bhi baap hai bc face with tears of joy face with tears of joy https t co ex4pwjywpv
meta,44109,@astbhaan @hiteshsingh200 @AsifSha72914192 @nailainayat Abe ye fake hindu Id Hai mulla madarchod Randwa hai,negative,anger,0,0,abe ye fake hindu id hai mulla madarchod randwa hai
meta,37837,@AgassiChing We love you Aga also ate Jai we love you both 🤗❤ Solid JaiGa Fam ! Stay strong ✊🙈 # JaiGa,positive,joy,2,3,we love you aga also ate jai we love you both smiling face with open hands red heart solid jaiga fam ! stay strong raised fist see no evil monkey jaiga
meta,22049,ISB/Awam Hushyar Hojae Ogra Nay Petrol Aur Desel Ki Tamam Masnoat Ke Qemat 10 Rupy Zaed Kerny Ki Samrri Hakomat Ko Arsaal Kerdi.,negative,others,0,4,isb awam hushyar hojae ogra nay petrol aur desel ki tamam masnoat ke qemat 10 rupy zaed kerny ki samrri hakomat ko arsaal kerdi .
meta,18934,@Fekoslovakian @anuraagmuskaan Congress k debate me na jane se iski dukan bandh ho rhi hai iskiye ye bechara bhokhl … https//t.co/YOajcY6SMj,neutral,others,1,4,congress k debate me na jane se iski dukan bandh ho rhi hai iskiye ye bechara bhokhl https t . co yoajcy6smj
meta,22996,@PakSarfrazbugti Khud ko famous karne ke liye Akhtar Jan pe tanqeed kar rahe ho waise toh tumko koi janta tuk nhi t … https//t.co/6uOqUlVZ18,neutral,disgust,1,1,khud ko famous karne ke liye akhtar jan pe tanqeed kar rahe ho waise toh tumko koi janta tuk nhi t https t . co 6uoqulvz18
meta,11040,@nsitharaman Hearty Congratulations @nsitharaman Ji 💐 All the Very Best 👍👍,positive,joy,2,3,hearty congratulations ji bouquet all the very best thumbs up thumbs up
meta,33529,RT @MadhuTh73510763 Upp k hmare sabhi sathiyo 11786 candidates ki taraf se PM SIR ko bahut bahut badhai Hm sbka vote success hua Meri …,positive,joy,2,3,rt upp k hmare sabhi sathiyo 11786 candidates ki taraf se pm sir ko bahut bahut badhai hm sbka vote success hua meri
meta,12154,@eyad _ refaei LOOL I need my streak to be always on point,positive,others,2,4,refaei lool i need my streak to be always on point
meta,746,Desh ke gaddaro ke liye 5 saal bahut painful hoge kyoki Mota Bhai is now home minister of India 🇮🇳 💪😜😜 https//t.co/H1CxoIOYzI,neutral,others,1,4,desh ke gaddaro ke liye 5 saal bahut painful hoge kyoki mota bhai is now home minister of india india flexed biceps winking face with tongue winking face with tongue https t . co h1cxoioyzi
meta,14786,Assalaam alaikum A HUMBLE REQUEST.We are looking at expanding our activities in order for better reach.We are l … https//t.co/zvoLb7xDJV,neutral,others,1,4,assalaam alaikum a humble request . we are looking at expanding our activities in order for better reach . we are l https t . co zvolb7xdjv
meta,3506,@KalpanaShrimal1 @ShayarImran Jo Islam k naam p nirdosh ko maarte h unko Islam ki smjh hi ni h Islam kehta h agar … https//t co/UoI5aWqKSO,positive,disgust,2,1,jo islam k naam p nirdosh ko maarte h unko islam ki smjh hi ni h islam kehta h agar https t co uoi5awqkso
meta,43188,@JaiMaharashtraN @ikushalTomar @Payal _ Rohatgi @NCPspeaks Payal should check her varna first ? # Fake hindutv # JodhaAkbar daughter,negative,disgust,0,1,rohatgi payal should check her varna first ? fake hindutv jodhaakbar daughter
meta,19698,@RanaAyyub False cases against him were bursted.Jhooth ke paav nahi hote.Your bad karmas shall start revealing … https//t.co/8Er9rXrP4q,positive,others,2,4,false cases against him were bursted . jhooth ke paav nahi hote . your bad karmas shall start revealing https t . co 8er9rxrp4q
meta,20151,@Imran _ DoGar511 @Mukaram _ Says Sir Javed sab .. such a nice person .. Kmaal ki parody krty hn ap.😂😂,positive,joy,2,3,dogar511 says sir javed sab . . such a nice person . . kmaal ki parody krty hn ap . face with tears of joy face with tears of joy
meta,42225,@KapilMishra _ IND @ana9mika Kapil bhai Ek idea h ... 1 Lac Tweets jisme Jai Shri Ram Likha ho Mamta ji ko bhejo ...… https//t.co/Xp7cP7p364,positive,others,2,4,ind kapil bhai ek idea h . . 1 lac tweets jisme jai shri ram likha ho mamta ji ko bhejo . . https t . co xp7cp7p364
meta,7375,@Anshika _ Pandit _ @Gulzaari _ E ladki Momta ko marwa ke maanegi .... Acha Hain tumra jaisaaa Log bangaal main nahi H … https//t.co/VM4INNBobk,negative,fear,0,2,pandit e ladki momta ko marwa ke maanegi . . acha hain tumra jaisaa log bangaal main nahi h https t . co vm4innbobk
meta,15700,@zainabsikander Iske liye bhi reservation ko blame krege ?.. khair muslim log khud reservation ke against ha aapse kya umeed,neutral,others,1,4,iske liye bhi reservation ko blame krege ? . . khair muslim log khud reservation ke against ha aapse kya umeed
meta,20194,@asadowaisi Tu sahi kehta hai ki tu hissedaar hai kiraydar nahi.Isiliye tera itna hissa hoga ki tere jihadiyon ko … https//t.co/VVxY7Zxcow,negative,anger,0,0,tu sahi kehta hai ki tu hissedaar hai kiraydar nahi . isiliye tera itna hissa hoga ki tere jihadiyon ko https t . co vvxy7zxcow
meta,8115,@ppbajpai Agar tumhe country ki constitutional organization pe bharosha hi nahi to fir tum hote kaun ho eski demand … https//t.co/nZNMMUhU0o,positive,others,2,4,agar tumhe country ki constitutional organization pe bharosha hi nahi to fir tum hote kaun ho eski demand https t . co nznmmuhu0o
meta,18174,RT @DrShivaniRai1 @jitupatwari Sir Namaste hame aap par aapki sarkarki ekta par pura bharosha h isliy ham mppsc selected Assistant Profess …,positive,others,2,4,rt sir namaste hame aap par aapki sarkarki ekta par pura bharosha h isliy ham mppsc selected assistant profess
meta,1487,Aaj world cup ka pahla match eng aur sa ke bich khela jaa raha hai Ye mera satwa world cup hai CHEERS FOR INDIA,neutral,joy,1,3,aaj world cup ka pahla match eng aur sa ke bich khela jaa raha hai ye mera satwa world cup hai cheers for india
meta,5617,Best Chappal Award Confirm @kamaalrkhan can't wait # TumMeriHo Ye movie bht achi hogi 100% aur iss @kamaalrkhan … https//t co/6IQnEFndE0,neutral,others,1,4,best chappal award confirm cannot wait tummeriho ye movie bht achi hogi 100 aur iss https t co 6iqnefnde0
meta,8130,@sachinsharmakni Bhayiya ji hamare village me # light 💡 ki bahut hi # problem hai iska koi solution hoga Ki nahi … https//t.co/Hz8sW32K03,neutral,others,1,4,bhayiya ji hamare village me light light bulb ki bahut hi problem hai iska koi solution hoga ki nahi https t . co hz8sw32k03
meta,27270,RT @sheelan _ sumit @Singh99Narendra @ashokgehlot51 @SachinPilot @GovindDotasra @ashokgehlot51 @SachinPilot @RajCMO Ye sarkar berojgaro ke …,negative,disgust,0,1,rt sumit ye sarkar berojgaro ke
meta,7899,RT @WarishmaF Best Wishes for Today's LaylatulQadar Transmission.May Allah pak Give uh More & More Energy 💫💫😘😘 HopeFully Ye Mehfil Bhi Tam …,positive,joy,2,3,rt best wishes for today s laylatulqadar transmission . may allah pak give uh more more energy dizzy dizzy face blowing a kiss face blowing a kiss hopefully ye mehfil bhi tam
meta,9150,https//t co/llonsyMdaz World Cup Ab Hamara Hoga A Rap song to support team India in @imVkohli @msdhoni … https//t co/RY3N4lwfDg,neutral,others,1,4,https t co llonsymdaz world cup ab hamara hoga a rap song to support team india in https t co ry3n4lwfdg
meta,39869,@PiyushGoyal sir ji mai vikas tiwari meri taraf se aap ko namste dishtik bhadhohi tahsil aurai uttarpradeh ke madha … https//t.co/mAzVpftp79,positive,others,2,4,sir ji mai vikas tiwari meri taraf se aap ko namste dishtik bhadhohi tahsil aurai uttarpradeh ke madha https t . co mazvpftp79
meta,32122,@AemunSh3rwanee _ These are actually zaheni bimar people ! Wasey Iss sy koi personally pochey k iss comparison Ka ko … https//t.co/pQSImNXFLf,neutral,disgust,1,1,these are actually zaheni bimar people ! wasey iss sy koi personally pochey k iss comparison ka ko https t . co pqsimnxflf
meta,14622,Baat to sahi kahi par lagta nahi tum pagla gai ho jo is tarah ki baat kar rahi ho mai to kahta hoo muz anpad se app … https//t.co/h1id2aVPvB,neutral,others,1,4,baat to sahi kahi par lagta nahi tum pagla gai ho jo is tarah ki baat kar rahi ho mai to kahta hoo muz anpad se app https t . co h1id2avpvb
meta,28004,@Radhika _ Khera Shayad @rssurjewala ji ye kahna bhul gaye ki congress spokesperson social media se bhi dur rahe,neutral,others,1,4,khera shayad ji ye kahna bhul gaye ki congress spokesperson social media se bhi dur rahe
meta,31647,@_ sabanaqvi @arunjaitley Pehli Baar you are talking sense best wishes to the greatest orator India has ever seen … https//t co/IVTaOBMqAp,positive,joy,2,3,sabanaqvi pehli baar you are talking sense best wishes to the greatest orator india has ever seen https t co ivtaobmqap
meta,9020,Desh ko ekjoot karne ki kshamta jisme h Desh ko tarakki ki or lejane ki kshamta jisme h Desh k sabhi jano k a vik … https//t co/dCuG5Ff4Nd,neutral,others,1,4,desh ko ekjoot karne ki kshamta jisme h desh ko tarakki ki or lejane ki kshamta jisme h desh k sabhi jano k a vik https t co dcug5ff4nd
meta,20284,@ReallySwara pls follow Big fan congressi shayar lover and insomniac Hahaha achhi banegi,positive,joy,2,3,pls follow big fan congressi shayar lover and insomniac hahaha achhi banegi
meta,21809,RT @Priyanshugupta _ Jai Mata Di Ramnavmi ki Hardik Subhkamnaye # RamNavami https//t co/nlIugWn7tv,neutral,joy,1,3,rt jai mata di ramnavmi ki hardik subhkamnaye ramnavami https t co nliugwn7tv
meta,30268,@mnaeem42 @khan6256155 @kukukaran21 @ZakirKhan012 @ImranKhanPTI 😂😂😂 ye hote h wo chutiye jinko naa A aata h naa Z pr … https//t co/URT66HHNlM,negative,disgust,0,1,face with tears of joy face with tears of joy ye hote h wo chutiye jinko naa a aata h naa z pr https t co urt66hhnlm
meta,24678,@iampunjaabi @iRoopiGill @iAmrindergill @monitaa5 @Rubina Punjabi movies ki audience alag hoti hai .. to clash ka itna farq nahi padega,neutral,others,1,4,punjabi movies ki audience alag hoti hai . . to clash ka itna farq nahi padega
meta,15395,What is this Liver-pool trending on my TL.Kiska Liver khrab ho gya bc itni raat ko,neutral,anger,1,0,what is this liver pool trending on my tl . kiska liver khrab ho gya bc itni raat ko
